PLAYER_ID,FG_K_1,FG_K_2,FG_K_3,FG_K_4,FG_K_5,FG_K_6,FG_K_7,FG_K_8,FG_K_9,FG_K_10,FG_K_11,FG_K_12
203113,0.356164384,0.217391304,0.5,1,0, , , , , , , 
203114,0.519572954,0.508928571,0.56097561,0.411764706,0.166666667,0, , , , , , 
203115,0.4,0.3125,0.25,0, , , , , , , , 
203116,0.409090909,0.285714286,0, , , , , , , , , 
203117,0.326923077,0.461538462,0.4,1,0, , , , , , , 
203118,0.484581498,0.55952381,0.583333333,0.555555556,0.875,0.833333333,1,1,1,1,0, 
203120,0.5,0, , , , , , , , , , 
203121,0.421052632,0.421052632,0.5,0.5,0, , , , , , , 
203124,0.486486486,0.62962963,0.64,0.538461538,0.8,0.666666667,1,0, , , , 
203129,0, , , , , , , , , , , 
203133,0.326923077,0.133333333,0, , , , , , , , , 
203135,0.464285714,0.567567568,0.333333333,0.75,0.5,0, , , , , , 
203136,0.25,0, , , , , , , , , , 
203138,0.455223881,0.558139535,0.315789474,0.2,0, , , , , , , 
203139,0.142857143,0, , , , , , , , , , 
203141,0.451807229,0.589285714,0.56,0.545454545,0.75,0.5,0, , , , , 
203142,0.394736842,0.333333333,0.333333333,0, , , , , , , , 
203143,0.348484848,0.210526316,0, , , , , , , , , 
203144,0.322033898,0.117647059,0, , , , , , , , , 
203145,0.401709402,0.514285714,0.375,1,1,0, , , , , , 
203146,0, , , , , , , , , , , 
203148,0.486338798,0.417910448,0.25,0.4,1,0, , , , , , 
203156,0.514851485,0.58974359,0.555555556,0.555555556,1,1,1,1,0, , , 
203183,0.5,0, , , , , , , , , , 
203187,0.446153846,0.409090909,0.285714286,0, , , , , , , , 
203197,0.4,0.52,0.666666667,0.4,1,0, , , , , , 
203263,0.3,0, , , , , , , , , , 
203268,0.722222222,0.666666667,0.5,0, , , , , , , , 
203315,0.276595745,0.4,0.333333333,0, , , , , , , , 
203318,0.222222222,0, , , , , , , , , , 
203382,0.357142857,0.3125,0.25,0, , , , , , , , 
203458,0.384615385,0.428571429,0, , , , , , , , , 
203459,0.3,0.5,0, , , , , , , , , 
203460,0.296296296,0.333333333,0, , , , , , , , , 
203461,0.4375,0.631578947,0.3,0.5,0, , , , , , , 
203462,0.473684211,0.380952381,0.285714286,1,0, , , , , , , 
203463,0.467391304,0.378787879,0.238095238,0.25,0, , , , , , , 
203467,0.5,1,1,0, , , , , , , , 
203468,0.448275862,0.5,0.571428571,0.333333333,0, , , , , , , 
203469,0.5,0.34,0.416666667,0, , , , , , , , 
203471,0.352941176,0.058823529,0, , , , , , , , , 
203473,0.225806452,0, , , , , , , , , , 
203474,0, , , , , , , , , , , 
203476,0.460674157,0.515151515,0.818181818,0.5,0, , , , , , , 
203477,0.296296296,0.666666667,0.666666667,1,0, , , , , , , 
203479,0.454545455,0, , , , , , , , , , 
203480,0.666666667,0, , , , , , , , , , 
203481,0.452830189,0.4,0.8,0.333333333,0, , , , , , , 
203482,0.537142857,0.507042254,0.481481481,0.363636364,0.666666667,1,0, , , , , 
203484,0.5,0.377358491,0.5,0.166666667,0, , , , , , , 
203485,0.130434783,0, , , , , , , , , , 
203486,0.673469388,0.722222222,0.641025641,0.705882353,0.444444444,0.333333333,0, , , , , 
203487,0.49375,0.430894309,0.418604651,0.666666667,0.333333333,0, , , , , , 
203488,0.375,0.285714286,0, , , , , , , , , 
203489,0.404580153,0.395348837,0.538461538,0.5,1,1,0, , , , , 
203490,0.206896552,0.5,0, , , , , , , , , 
203491,0.266666667,0.333333333,0, , , , , , , , , 
203492,0.4625,0.225806452,0.166666667,0, , , , , , , , 
203493,0.314285714,0.333333333,0.5,0, , , , , , , , 
203495,0.2,0, , , , , , , , , , 
203496,0, , , , , , , , , , , 
203497,0.25,0.8,0.333333333,0, , , , , , , , 
203498,0.413043478,0.571428571,0.5,0.5,0, , , , , , , 
203499,0.30952381,0.3,0, , , , , , , , , 
203500,0.386666667,0.47826087,0.625,0.5,1,0, , , , , , 
203501,0.508849558,0.545454545,0.552631579,0.785714286,0.571428571,0, , , , , , 
203502,0, , , , , , , , , , , 
203503,0.4375,0.305555556,0.714285714,0.25,0, , , , , , , 
203504,0.471264368,0.5,0.416666667,0.454545455,0.25,0, , , , , , 
203505,0, , , , , , , , , , , 
203506,0.496527778,0.477477477,0.5,0.625,0.714285714,0.666666667,0, , , , , 
203507,0.384615385,0.209302326,0.285714286,0, , , , , , , , 
203508,0.2,0, , , , , , , , , , 
203513,0, , , , , , , , , , , 
203515,0.338709677,0.294117647,0.25,0, , , , , , , , 
203517,0.166666667,0, , , , , , , , , , 
203519,0.2,0, , , , , , , , , , 
203521,0.445652174,0.363636364,0.444444444,0.333333333,0, , , , , , , 
203524,0.5,0.2,0, , , , , , , , , 
203527,0.369747899,0.243243243,0.285714286,0, , , , , , , , 
203539,0.375,0.428571429,0.5,0, , , , , , , , 
203540,0.28,0.166666667,0, , , , , , , , , 
203543,0.5,0.470588235,0.142857143,0, , , , , , , , 
203544,0.381443299,0.5,0.666666667,1,0.666666667,0, , , , , , 
203545,0.5,0.5,0.5,0.666666667,1,0, , , , , , 
203546,0.227272727,0.25,0, , , , , , , , , 
203552,0, , , , , , , , , , , 
203561,0.380952381,0.384615385,0.666666667,0, , , , , , , , 
203569,0.142857143,0, , , , , , , , , , 
203584,0.666666667,0.833333333,0.75,1,1,0, , , , , , 
203810,0.615384615,0.6,0, , , , , , , , , 
