PLAYER_ID,all-points,2_points,3_points
202706,0.456,0.428571429,0.362694301
202708,0.393351801,0.45625,0.348837209
202709,0.418699187,0.5,0.305555556
202710,0.473282443,0.459276018,0.282051282
202713,0.397928994,0.487252125,0.379166667
202714,0.443507589,0.466019417,0.325966851
202718,0.414285714,0.526898734,0.365994236
202719,0.469867211,0.517241379,
202720,0.517241379,0.497461929,0.469387755
202721,0.491869919,0.465517241,0.315789474
202725,0.40625,0.510204082,0.379310345
202730,0.461538462,0.456140351,0.153846154
202732,0.44295302,1,
202734,1,0.467353952,0.34591195
202738,0.424444444,0.505714286,0.348571429
202779,0.453333333,0.322580645,0.294117647
202874,0.3125,0.617647059,0
202933,0.6,0.555555556,0.285714286
202952,0.4375,0.5,0.25
202962,0.4375,0.642857143,
202970,0.642857143,0.5,
203076,0.5,0.521871821,0.222222222
203077,0.519153226,0.477477477,0.111111111
203078,0.467836257,0.424744898,0.401785714
203079,0.417857143,0.454172367,0.371428571
203080,0.433401639,0.482876712,0
203081,0.481228669,0.449864499,0.394495413
203082,0.426344505,0.461309524,0.399491094
203083,0.427983539,0.625498008,0
203084,0.62384106,0.41995842,0.35483871
203085,0.4017991,0.416,0.363636364
203086,0.405063291,0.488095238,0
203087,0.455555556,0.487534626,0.349593496
203088,0.431630972,0.410788382,0.398876404
203089,0.405727924,0.538461538,0
203090,0.5376,0.498461538,0.383116883
203091,0.461377871,0,
203092,0,0.533568905,0
203093,0.531690141,0.58101473,0.306930693
203094,0.542134831,0.452307692,0.318181818
203095,0.423728814,0.452145215,0.379310345
203096,0.420560748,0.47640118,0.270531401
203098,0.428248588,0.5,0.222222222
203099,0.380952381,0.357142857,0.142857143
203100,0.285714286,0.491909385,0.213903743
203101,0.427329193,0.517179024,
203102,0.517179024,0.421052632,
203103,0.421052632,0.512605042,0.355932203
203104,0.460674157,0.34375,0.294117647
203106,0.336283186,0.418918919,0.272727273
203108,0.373831776,0.5,0
203109,0.47826087,0.551724138,0.331125828
203110,0.439189189,0.446735395,0.327160494
203111,0.40397351,0.380952381,0.195652174
203112,0.302752294,0.488,0.285714286
203113,0.467625899,0.395061728,0.319148936
203114,0.3671875,0.456363636,0.414634146
203115,0.442054958,0.447154472,0.303030303
203116,0.416666667,0.351351351,0.25
203117,0.337209302,0.385714286,0.4
203118,0.39375,0.552631579,0.302564103
203120,0.473083197,0.545454545,0.333333333
203121,0.45,0.539325843,0.324675325
203124,0.439759036,0.505434783,0
203129,0.501347709,0.571428571,0
203130,0.444444444,0,0
203133,0,0.397727273,0.359550562
203135,0.378531073,0.476666667,
203136,0.476666667,0.384615385,
203138,0.384615385,0.509803922,0.401197605
203139,0.460916442,0.533333333,
203141,0.533333333,0.471590909,0.375375375
203142,0.408644401,0.555555556,0.397260274
203143,0.449541284,0.428571429,0.463768116
203144,0.454545455,0.343283582,0.3
203145,0.324786325,0.481308411,0.3359375
203146,0.426900585,0.5,
203148,0.5,0.448877805,0.361581921
203156,0.422145329,0.476190476,0
203183,0.474452555,0.75,0
203187,0.6,0.482758621,0.338582677
203197,0.397196262,0.383233533,0.372340426
203263,0.379310345,0.3,0.304347826
203268,0.302325581,0.523809524,0.25
203315,0.462962963,0.435897436,0.416666667
203318,0.434108527,0.3,0.294117647
203382,0.297297297,0.435582822,
203458,0.435582822,0.423076923,
203459,0.423076923,0.315789474,0.428571429
203460,0.363636364,0.563636364,0.153846154
203461,0.485294118,0.389534884,0.245283019
203462,0.355555556,0.550387597,0.138888889
203463,0.460606061,0.409214092,0.320819113
203467,0.370090634,0.555555556,0.4
203468,0.5,0.448979592,0.375
203469,0.415730337,0.423558897,0
203471,0.4225,0.426470588,0.243902439
203473,0.384180791,0.457831325,
203474,0.457831325,0.428571429,
203476,0.428571429,0.495575221,1
203477,0.497797357,0.40625,0.327272727
203479,0.356321839,0.392857143,0.454545455
203480,0.41025641,0.222222222,0.5
203481,0.333333333,0.5390625,0
203482,0.534883721,0.5,0.353982301
203484,0.466933868,0.446096654,0.318681319
203485,0.394678492,0.410714286,0.1
203486,0.302325581,0.659863946,0
203487,0.653198653,0.44047619,0.264423077
203488,0.405534351,0.442857143,0
203489,0.424657534,0.462732919,0.305084746
203490,0.43832021,0.414285714,0.19047619
203491,0.362637363,0.34375,0.28
203492,0.315789474,0.37394958,0.411764706
203493,0.380622837,0.4375,0.301369863
203495,0.355371901,0.333333333,0.375
203496,0.352941176,0.666666667,0.363636364
203497,0.428571429,0.486486486,
203498,0.486486486,0.477876106,0.272727273
203499,0.459677419,0.404040404,0.315789474
203500,0.379562044,0.502702703,
203501,0.502702703,0.501529052,0.361344538
203502,0.428362573,0.363636364,1
203503,0.416666667,0.461538462,0.319767442
203504,0.387195122,0.410071942,0.333333333
203505,0.381489842,0.666666667,0
203506,0.5,0.446043165,0.311926606
203507,0.414019715,0.440677966,0.35042735
203508,0.415048544,0.5,0.210526316
203513,0.342857143,0.3,0
203515,0.230769231,0.340136054,0.266666667
203517,0.30952381,0.25,0.1875
203519,0.21875,0.555555556,0.2
203521,0.428571429,0.464285714,0.366013072
203524,0.412969283,0.588235294,0.318181818
203527,0.435897436,0.471111111,0.338028169
203539,0.419618529,0.378787879,0.25
203540,0.348837209,0.446428571,0.171428571
203543,0.340659341,0.485981308,0.3
203544,0.43537415,0.533333333,0.327380952
203545,0.413194444,0.53968254,
203546,0.53968254,0.416666667,0.35483871
203548,0.388059701,0,
203552,0,0,1
203561,0.333333333,0.447368421,0.2
203569,0.427419355,0.666666667,0.222222222
203584,0.266666667,0.5,0.48
203810,0.483870968,0.523809524,0.333333333
203816,0.428571429,0,0
