PLAYER_ID,all-points,2_points,3_points
708,0.430635838,0.434402332,0
951,0.44198895,0.52991453,0.375404531
959,0.382978723,0.4,0.333333333
965,0.393854749,0.404580153,0.387665198
977,0.424657534,0.49122807,0.1875
979,0.5,0.5,
1495,0.489313836,0.492081448,0
1497,0.311688312,0.333333333,0.29787234
1536,0.230769231,0.416666667,0.071428571
1712,0.307692308,0.411764706,0.175
1713,0.406674907,0.419134396,0.391891892
1717,0.498422713,0.534042553,0.396341463
1718,0.453216374,0.515306122,0.369863014
1733,0.396907216,0.45,0.340425532
1737,0.424,0.424,
1740,0.415254237,0.509803922,0.343283582
1882,0.535168196,0.538461538,0
1889,0.465753425,0.455,0.578947368
1890,0.481534091,0.517431193,0.358490566
1891,0.365517241,0.319148936,0.387755102
1897,0.398550725,0.458823529,0.301886792
1905,0.506578947,0.517006803,0.2
1938,0.468899522,0.552845528,0.348837209
2030,0.512195122,0.516393443,0
2034,0.481818182,0.507177033,0.458874459
2037,0.416161616,0.460144928,0.360730594
2045,0.385321101,0.338983051,0.44
2199,0.593167702,0.595015576,0
2200,0.47986191,0.483040936,0.285714286
2203,0.381818182,0.492307692,0.347619048
2207,0.446916077,0.481666667,0.393316195
2210,0.45146379,0.488571429,0.408026756
2215,0.458333333,0.523809524,0
2216,0.467619849,0.473909324,0.1
2222,0.504347826,0.584337349,0.296875
2223,0.564864865,0.566395664,0
2224,0.2,0.6,0.066666667
2225,0.496696035,0.506539834,0.373134328
2229,0.238095238,0.25,0.2
2248,0.272727273,0.25,0.285714286
2365,0.641025641,0.659003831,0.25
2399,0.428947368,0.465011287,0.378548896
2400,0.515625,0.535714286,0.375
2403,0.503367003,0.505942275,0.2
2405,0.55353902,0.55353902,
2406,0.397727273,0.395104895,0.400826446
2408,0.5,0.5,
2419,0.409836066,0.428571429,0.294117647
2422,0.365432099,0.352226721,0.386075949
2427,0.373134328,0.421052632,0.354166667
2430,0.456725756,0.457680251,0
2440,0.437619962,0.549586777,0.340501792
2446,0.463636364,0.520833333,0.419354839
2449,0.469835466,0.474074074,0.142857143
2457,0.440677966,0.482758621,0.4
2501,0.473333333,0.473333333,
2544,0.568493151,0.62364532,0.381270903
2546,0.452644526,0.469135802,0.403892944
2547,0.515822785,0.567715458,0.341013825
2548,0.545816733,0.557558946,0.28125
2549,0.513513514,0.518181818,0
2550,0.393034826,0.420765027,0.35021097
2555,0.56302521,0.585585586,0.25
2557,0.384126984,0.400943396,0.349514563
2561,0.490830636,0.494517544,0.266666667
2564,0.520689655,0.549145299,0.401785714
2566,0.404984424,0.434146341,0.353448276
2570,0.450777202,0.453125,0
2571,0.427480916,0.462264151,0.28
2581,0.376770538,0.377622378,0.376190476
2584,0.377777778,0.406666667,0.341666667
2585,0.427728614,0.428994083,0
2586,0,,0.5
2588,0.5,0.461538462,0.425531915
2590,0.440251572,0.436073059,0.372197309
2592,0.414523449,0.230769231,0.509433962
2594,0.454545455,0.483253589,0.470744681
2617,0.475213675,0.503496503,
2694,0.503496503,0.333333333,
2730,0.333333333,0.593947037,0.285714286
2732,0.59125,0.373333333,0.296296296
2733,0.352941176,0.485042735,0.166666667
2734,0.481012658,0.425675676,0.298969072
2736,0.375510204,0.468468468,0.299465241
2738,0.431418523,0.553956835,0.369047619
2740,0.484304933,1,
2743,1,0.50547046,0
2744,0.503267974,0.513267627,0.214285714
2746,0.510127532,0.459770115,0.261363636
2747,0.416871417,0.432835821,0.39375
2748,0.413066386,0.442105263,0.341584158
2749,0.373737374,0.436781609,0.3515625
2754,0.392076503,0.526170799,0.239130435
2755,0.493887531,0.448807854,0.38225256
2756,0.429423459,0.333333333,0.5
2757,0.4,0.433823529,0.452380952
2760,0.438202247,0.509049774,0
2767,0.501113586,0,0
2772,0,0.512376238,0.413394919
101106,0.461170848,0.623268698,
101107,0.623268698,0.503448276,0.358974359
101108,0.438931298,0.499236641,0.371428571
101109,0.468208092,0.433090024,0.316062176
101110,0.395695364,0.502347418,0.395027624
101111,0.434782609,0.583333333,0.25
101112,0.380434783,0.50867052,0.37037037
101114,0.431876607,0.505617978,0.360902256
101115,0.451476793,0.423963134,
101122,0.423963134,0.403409091,0.346774194
101123,0.38,0.489583333,0.401197605
101126,0.444444444,0.466063348,0.370860927
101127,0.427419355,0.434184676,0.342391304
101128,0.40981241,0.484536082,0.35106383
101131,0.396491228,0.447619048,
101133,0.447619048,0.484042553,0
101135,0.481481481,0.524973433,
101138,0.524973433,0.485232068,0.333333333
101139,0.483960948,0.47979798,0.392344498
101141,0.434889435,0.444700461,0.2734375
101142,0.40569395,0.598130841,
101145,0.598130841,0.478136882,0.330143541
101150,0.453608247,0.44921875,0.342105263
101154,0.398760331,0.490756303,0.283018868
101155,0.473765432,0.5,0
101161,0.375,0.589552239,0.296875
101162,0.558333333,0.545905707,1
101179,0.546468401,0.387755102,0.209302326
101181,0.304347826,0.470031546,0.442583732
101183,0.454421769,0.5,
101187,0.5,0.465811966,0.330578512
101198,0.397058824,0.445652174,0.322580645
101236,0.427906977,0.42519685,0
101249,0.421875,0.349056604,0.297619048
200745,0.326315789,0.48974359,0.280373832
200746,0.444668008,0.461538462,0.2
200751,0.458668617,0.454293629,0.381443299
200752,0.412529551,0.479830149,0.326315789
200755,0.454063604,0.507042254,0.394594595
200756,0.454773869,0.473684211,
200757,0.473684211,0.494680851,0.315789474
200758,0.414705882,0.285714286,0.125
200761,0.2,0.491803279,0.328
200765,0.38172043,0.442307692,0.288888889
200768,0.402857143,0.460144928,0.380658436
200769,0.422928709,0.375,0
200770,0.363636364,0.4,0.433121019
200777,0.414565826,0.480519481,0
200779,0.474358974,0.347826087,0.426229508
200780,0.413793103,0.352941176,
200782,0.352941176,0.456097561,0.387978142
200794,0.435075885,0.489596083,0.357487923
200797,0.462890625,0.736111111,
200811,0.736111111,0.5,
200826,0.5,0.424528302,0.318777293
200839,0.387442573,0.491525424,0
201141,0.475409836,0.551020408,
201142,0.551020408,0.549201009,0.391393443
201143,0.503279666,0.567010309,0.363636364
201144,0.561403509,0.484972678,0.362068966
201145,0.450097847,0.44488189,0.33933162
201147,0.409209383,0.550847458,0.277511962
201148,0.479349186,0.672782875,
201149,0.672782875,0.480719794,0
201150,0.479487179,0.477797513,0.420529801
201152,0.457803468,0.497467072,0.307958478
201155,0.454545455,0.454901961,0.272727273
201156,0.436107855,0.467532468,0.385714286
201158,0.435320585,0.523809524,0.43003413
201160,0.484104046,0.464539007,
201162,0.464539007,0.513513514,0.364864865
201163,0.439189189,0.477690289,0.345930233
201166,0.415172414,0.412121212,0.385245902
201167,0.400696864,0.471086037,0.429530201
201168,0.458788481,0.524926686,0
201171,0.520348837,0.516666667,
201175,0.516666667,0.454861111,0.363636364
201177,0.453151618,0.516981132,0.362676056
201188,0.43715847,0.480406386,0.181818182
201189,0.475714286,0.431034483,0
201196,0.423728814,0.459375,0.283333333
201202,0.431578947,0.375,
201203,0.375,0,0
201228,0,0.497297297,0.368055556
201229,0.440729483,0.45,0.417355372
201563,0.42384106,0.516666667,0.384615385
201564,0.497159091,0.436893204,0.373271889
201565,0.410646388,0.363636364,0.297297297
201566,0.346938776,0.482578397,0.320754717
201567,0.438931298,0.502242152,0.375510204
201569,0.457308249,0.455035971,0.38976378
201571,0.434567901,0.438829787,0.401869159
201572,0.421807747,0.565789474,0
201573,0.563318777,0.426433915,0.363636364
201574,0.404918033,0.509394572,
201575,0.509394572,0.325581395,0.355555556
201576,0.340909091,0.448598131,0.305084746
201577,0.397590361,0.552425665,0
201578,0.5515625,0.457002457,0.258064516
201579,0.442922374,0.438430311,0.4
201580,0.438172043,0.447368421,
201581,0.447368421,0.515625,0
201582,0.509259259,0.548387097,0
201583,0.546184739,0.461956522,0.40625
201584,0.436046512,0.533653846,0.373056995
201585,0.482758621,0.494553377,
201586,0.494553377,0.546652031,0.389830508
201587,0.537113402,0.564903846,0.360902256
201588,0.465030675,0.5,0.366141732
201589,0.443708609,0.4,0.375
201591,0.39608802,0,
201593,0,0.539797395,
201596,0.539797395,0.5,0.386666667
201599,0.454219031,0.673189824,
201600,0.673189824,0.540106952,
201601,0.540106952,0.471264368,0.235294118
201604,0.45026178,0.5,0.379844961
201609,0.436213992,0.541561713,0.408026756
201627,0.505032022,0.461538462,0.451282051
201785,0.457692308,0.75,0
201858,0.5,0.460176991,0.395973154
201880,0.423664122,0.578512397,0
201933,0.573770492,0.537815126,0.272727273
201934,0.529194383,0.565217391,
201935,0.565217391,0.514005602,0.363825364
201936,0.453556485,0.459249677,0.22826087
201937,0.434682081,0.394339623,0.328244275
201939,0.381240545,0.50951087,0.427118644
201941,0.472850679,0.55,0
201942,0.548944338,0.451612903,0.305825243
201943,0.429913295,0.39039039,0.337777778
201945,0.369175627,0.442477876,0.354545455
201946,0.431742508,0.476439791,0
201947,0.471502591,0.402877698,0.341666667
201948,0.374517375,0.387096774,0.324324324
201949,0.352941176,0.552995392,0.244186047
201950,0.465346535,0.461956522,0.4
201951,0.451467269,0.453781513,0.358585859
201952,0.43001261,0.467866324,0.334883721
201953,0.439073515,0.3125,0.324324324
201954,0.316831683,0.497983871,0.373626374
201956,0.46460177,0.476190476,0.350574713
201957,0.422222222,0.526315789,0.370786517
201959,0.442424242,0.481056257,0
201960,0.477220957,0.545706371,0.362264151
201961,0.468051118,0.447761194,0.423728814
201962,0.436507937,0.477272727,0.303921569
201964,0.384210526,0.583333333,0.166666667
201965,0.404761905,0.578034682,
201967,0.578034682,0.470941884,0
201971,0.466269841,0.541450777,0
201973,0.538659794,0.5,0.418918919
201975,0.471153846,0.51059322,0.4
201976,0.459862385,0.470852018,0.358267717
201977,0.410901468,0.444444444,0.333333333
201978,0.389967638,0.424242424,0.35
201979,0.388888889,0.492,0.31147541
201980,0.45659164,0.464480874,0.419871795
201985,0.436363636,0.5,0.25
201986,0.375,0.46,0.339622642
201988,0.418300654,0.5,0.424528302
202066,0.463855422,0.401785714,0.206896552
202083,0.361702128,0.489919355,0.394477318
202087,0.441674975,0.443820225,0.327586207
202091,0.415254237,0.419354839,0.290322581
202130,0.35483871,0.666666667,0.333333333
202197,0.555555556,0.333333333,
202322,0.333333333,0.455896928,0.341216216
202323,0.429885057,0.446153846,0.324324324
202324,0.427995972,0.521680217,0
202325,0.52097429,0.464673913,0.371212121
202326,0.425632911,0.497785651,0
202327,0.49471831,0.398601399,
202328,0.398601399,0.49704142,0
202329,0.496551724,0.495495495,0.270833333
202330,0.473577236,0.453457447,0.303571429
202331,0.412790698,0.456495828,0.363636364
202332,0.423018293,0.551724138,
202333,0.551724138,0.437262357,0.35
202334,0.416909621,0.534482759,
202335,0.534482759,0.495440729,0.358108108
202336,0.452830189,0.486111111,0
202337,0.482758621,0.406779661,0.378947368
202338,0.38961039,0.504587156,
202339,0.504587156,0.515815085,0.357142857
202340,0.475499093,0.453658537,0.405128205
202341,0.441975309,0.531506849,0.328571429
202343,0.432167832,0.485849057,0.296
202344,0.415430267,0.556390977,0
202345,0.55361596,0.285714286,0
202347,0.222222222,0.444444444,0.323529412
202348,0.392405063,0.479508197,0.323741007
202349,0.422976501,0.462184874,0.383802817
202350,0.427457098,0.446808511,
202354,0.446808511,0,
202361,0,0.421052632,0
202362,0.4,0.542949757,0.351464435
202363,0.489485981,0.6,
202379,0.6,0.531914894,0
202380,0.528700906,0.333333333,
202388,0.333333333,0.453333333,0.238095238
202389,0.376068376,0.542471042,0.166666667
202390,0.525830258,0.431095406,0.382022472
202391,0.412147505,0.494199536,0.356828194
202397,0.446808511,0.45703125,0.043478261
202399,0.422939068,0.52,
202412,0.52,0.42,0.35
202498,0.4,0.222222222,
202620,0.222222222,0.2,
202681,0.2,0.459428571,0.362831858
202682,0.432454695,0.474666667,0.263157895
202683,0.431914894,0.491764706,0
202684,0.491186839,0.475561427,0
202685,0.474934037,0.533733133,0
202686,0.532934132,0.514450867,
202687,0.514450867,0.61971831,
202688,0.61971831,0.46657754,0.327327327
202689,0.423681776,0.41959799,0.33125
202690,0.394265233,0.468085106,0.475609756
202691,0.470852018,0.463829787,0.410058027
202692,0.441080196,0.480291971,0.34751773
202693,0.457627119,0.510928962,0.317757009
202694,0.486293206,0.484536082,0.381322957
202695,0.443410853,0.578833693,0.379120879
202696,0.52248062,0.512048193,
202697,0.512048193,0.419607843,0.327433628
202698,0.376299376,0.375,0.368421053
202699,0.373134328,0.510204082,0.253968254
202700,0.464985994,0.518867925,0.253012048
202702,0.444067797,0.551171393,0
202704,0.549140049,0.475975976,0.340163934
202705,0.43956044,0.44,0.52
