PLAYER_ID,K
708,1
708,1
708,2
708,1
708,2
708,1
708,2
708,2
708,1
708,1
708,1
708,2
708,1
708,1
708,2
708,6
708,1
708,1
708,2
708,1
708,1
708,2
708,1
708,2
708,1
708,1
708,1
708,1
708,2
708,2
708,1
708,2
708,1
708,2
708,3
708,1
708,1
708,1
708,1
708,1
708,1
708,1
708,2
708,2
708,1
708,1
708,1
708,1
708,1
708,1
708,2
708,1
708,1
708,1
708,1
708,1
708,5
708,4
708,1
708,3
708,2
708,2
708,5
708,2
708,1
708,2
708,1
708,3
708,2
708,1
708,2
708,1
708,3
708,3
708,2
708,1
708,2
708,2
708,1
708,1
708,1
708,1
708,1
708,1
708,2
708,1
708,1
708,4
708,1
708,2
708,1
708,1
708,1
951,1
951,2
951,1
951,5
951,1
951,3
951,1
951,1
951,1
951,1
951,1
951,1
951,1
951,1
951,4
951,1
951,2
951,1
951,4
951,1
951,1
951,1
951,1
951,2
951,3
951,1
951,2
951,1
951,1
951,1
951,1
951,1
951,2
951,2
951,2
951,4
951,3
951,2
951,1
951,1
951,1
951,2
951,2
951,1
951,1
951,2
951,2
951,3
951,1
951,4
951,2
951,1
951,4
951,1
951,1
951,1
951,1
951,1
951,2
951,1
951,1
951,1
951,2
951,1
951,1
951,1
951,1
951,1
951,2
951,1
951,1
951,1
951,5
951,2
951,1
951,1
951,2
951,1
951,1
951,1
951,1
951,1
951,1
951,1
951,2
951,1
951,1
951,2
951,1
951,1
951,2
951,2
951,1
951,1
951,1
951,1
951,1
951,1
951,2
951,1
951,1
951,1
951,3
951,1
951,1
951,1
951,3
951,1
951,1
951,1
951,2
951,1
951,1
951,2
951,2
951,3
951,1
951,4
951,2
951,1
951,3
951,3
951,2
951,2
951,1
951,1
951,3
951,1
951,1
951,4
951,1
951,1
951,1
951,2
951,1
951,1
951,1
951,3
951,1
951,1
951,1
951,1
951,1
951,1
951,1
951,2
951,3
951,1
951,2
951,1
951,1
951,1
951,3
959,1
959,1
959,1
959,2
959,1
959,1
959,2
959,2
959,1
959,2
959,1
959,1
959,4
959,2
959,1
959,2
959,1
959,1
959,2
959,1
959,1
959,1
959,1
959,2
959,1
965,1
965,1
965,2
965,1
965,2
965,1
965,1
965,1
965,1
965,1
965,1
965,1
965,1
965,1
965,1
965,1
965,1
965,1
965,1
965,2
965,2
965,1
965,1
965,1
965,1
965,1
965,1
965,2
965,3
965,1
965,1
965,1
965,1
965,2
965,1
965,1
965,1
965,2
965,1
965,1
965,1
965,1
965,1
965,1
965,1
965,2
965,2
965,1
965,3
965,1
965,1
965,2
965,3
965,2
965,1
965,1
965,1
965,5
965,2
965,2
965,1
965,1
965,1
965,2
965,1
965,1
965,1
965,5
965,1
965,2
965,2
965,1
965,1
965,2
965,1
965,2
965,1
965,2
965,1
965,1
965,2
965,1
965,1
965,2
965,1
965,1
965,1
965,1
965,4
965,1
965,1
965,1
965,1
965,2
965,1
965,1
965,2
965,1
965,1
965,1
965,1
977,2
977,2
977,1
977,2
977,1
977,2
977,3
977,2
977,2
977,1
977,3
977,1
977,2
977,2
977,1
977,1
977,2
977,1
979,2
979,1
979,1
979,1
979,3
979,4
979,2
979,7
979,1
979,1
979,2
979,1
979,1
979,1
979,1
979,1
979,1
979,2
979,1
979,1
979,1
979,1
979,1
979,2
979,1
979,1
979,1
979,4
979,1
979,3
979,2
979,1
979,3
979,2
979,4
979,1
979,5
979,2
979,2
979,1
979,3
979,1
979,1
979,1
979,1
979,1
979,1
979,3
979,1
979,2
979,1
979,1
979,3
979,1
979,2
979,4
979,2
979,4
979,2
979,1
979,2
979,1
979,1
979,3
979,1
979,1
979,1
979,2
1495,1
1495,3
1495,2
1495,1
1495,2
1495,1
1495,2
1495,1
1495,1
1495,2
1495,5
1495,1
1495,1
1495,2
1495,1
1495,1
1495,1
1495,2
1495,1
1495,2
1495,1
1495,1
1495,2
1495,1
1495,2
1495,1
1495,1
1495,2
1495,1
1495,1
1495,2
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,4
1495,4
1495,2
1495,4
1495,2
1495,4
1495,3
1495,3
1495,2
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,4
1495,2
1495,5
1495,2
1495,1
1495,3
1495,1
1495,1
1495,1
1495,2
1495,5
1495,1
1495,3
1495,1
1495,1
1495,3
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,2
1495,2
1495,2
1495,1
1495,1
1495,2
1495,1
1495,1
1495,1
1495,2
1495,1
1495,2
1495,1
1495,1
1495,1
1495,2
1495,3
1495,4
1495,2
1495,1
1495,1
1495,3
1495,3
1495,2
1495,4
1495,1
1495,2
1495,1
1495,1
1495,3
1495,1
1495,4
1495,1
1495,1
1495,4
1495,1
1495,6
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,2
1495,1
1495,1
1495,2
1495,3
1495,1
1495,1
1495,2
1495,2
1495,1
1495,1
1495,2
1495,1
1495,5
1495,1
1495,4
1495,1
1495,3
1495,1
1495,3
1495,1
1495,1
1495,3
1495,1
1495,1
1495,1
1495,3
1495,1
1495,3
1495,1
1495,6
1495,3
1495,1
1495,2
1495,1
1495,1
1495,1
1495,1
1495,2
1495,1
1495,3
1495,1
1495,1
1495,3
1495,5
1495,2
1495,2
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,2
1495,1
1495,2
1495,1
1495,1
1495,1
1495,5
1495,1
1495,2
1495,2
1495,1
1495,1
1495,2
1495,3
1495,1
1495,3
1495,3
1495,1
1495,1
1495,1
1495,2
1495,2
1495,1
1495,2
1495,1
1495,1
1495,5
1495,2
1495,2
1495,3
1495,1
1495,2
1495,1
1495,1
1495,2
1495,5
1495,1
1495,2
1495,1
1495,1
1495,3
1495,3
1495,1
1495,3
1495,1
1495,1
1495,4
1495,2
1495,1
1495,1
1495,1
1495,1
1495,1
1495,1
1495,6
1495,1
1495,3
1495,1
1495,1
1495,2
1495,1
1495,2
1495,1
1495,1
1495,2
1495,3
1495,1
1495,1
1495,2
1497,1
1497,1
1497,2
1497,1
1497,2
1497,2
1497,1
1497,1
1497,1
1497,1
1497,1
1497,1
1497,1
1497,1
1497,1
1497,1
1497,1
1497,1
1497,1
1497,1
1497,1
1536,1
1536,2
1536,1
1536,1
1536,1
1712,1
1712,3
1712,2
1712,1
1712,1
1712,1
1712,2
1712,1
1712,1
1712,3
1712,1
1712,1
1712,2
1712,1
1712,2
1712,1
1712,3
1712,1
1713,1
1713,1
1713,1
1713,2
1713,3
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,2
1713,1
1713,2
1713,1
1713,2
1713,1
1713,1
1713,1
1713,1
1713,3
1713,2
1713,2
1713,2
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,3
1713,2
1713,1
1713,1
1713,1
1713,2
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,2
1713,1
1713,2
1713,1
1713,1
1713,1
1713,1
1713,1
1713,2
1713,1
1713,2
1713,3
1713,3
1713,1
1713,1
1713,1
1713,1
1713,2
1713,1
1713,5
1713,1
1713,2
1713,1
1713,4
1713,1
1713,1
1713,1
1713,1
1713,1
1713,3
1713,2
1713,1
1713,2
1713,2
1713,1
1713,2
1713,1
1713,1
1713,2
1713,1
1713,1
1713,2
1713,1
1713,1
1713,3
1713,1
1713,1
1713,1
1713,1
1713,2
1713,2
1713,2
1713,1
1713,1
1713,1
1713,1
1713,1
1713,2
1713,1
1713,1
1713,1
1713,2
1713,1
1713,3
1713,1
1713,3
1713,1
1713,1
1713,1
1713,1
1713,1
1713,2
1713,1
1713,2
1713,1
1713,1
1713,2
1713,1
1713,1
1713,4
1713,2
1713,1
1713,1
1713,3
1713,1
1713,2
1713,1
1713,2
1713,1
1713,1
1713,1
1713,1
1713,1
1713,2
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,1
1713,3
